No,fitness,backbone
56,0.014873505,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:5  from:5 to:8 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
57,0.009422302,from:0 to:1 operator:6  from:1 to:2 operator:-1  from:1 to:4 operator:2  from:1 to:8 operator:12  from:2 to:3 operator:5  from:3 to:4 operator:5  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
58,0.015464783,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:12  from:1 to:8 operator:2  from:1 to:9 operator:3  from:2 to:3 operator:5  from:3 to:4 operator:5  from:4 to:5 operator:-1  from:4 to:9 operator:4  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
59,0.011974335,from:0 to:1 operator:-1  from:0 to:5 operator:11  from:0 to:8 operator:5  from:1 to:2 operator:5  from:1 to:6 operator:3  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:3  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
60,0.027700424,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:3  from:2 to:3 operator:5  from:3 to:4 operator:5  from:3 to:6 operator:5  from:4 to:5 operator:-1  from:4 to:9 operator:4  from:5 to:6 operator:-1  from:5 to:7 operator:13  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:6 to:8 operator:10  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
61,0.02878189,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:2  from:1 to:7 operator:4  from:2 to:3 operator:5  from:2 to:5 operator:3  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:6 to:9 operator:8  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
62,0.02374649,from:0 to:1 operator:-1  from:1 to:2 operator:5  from:2 to:3 operator:-1  from:2 to:5 operator:5  from:2 to:8 operator:3  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:13  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
63,0.015126228,from:0 to:1 operator:-1  from:0 to:9 operator:1  from:1 to:2 operator:-1  from:1 to:9 operator:3  from:2 to:3 operator:5  from:3 to:4 operator:5  from:4 to:5 operator:-1  from:4 to:9 operator:4  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:5 to:9 operator:13  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
64,0.01681137,from:0 to:1 operator:-1  from:0 to:5 operator:8  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:5  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
65,0.010704041,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:3  from:2 to:3 operator:5  from:3 to:4 operator:5  from:4 to:5 operator:-1  from:4 to:9 operator:4  from:5 to:6 operator:-1  from:5 to:7 operator:7  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:6 to:8 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
66,0.020057678,from:0 to:1 operator:-1  from:0 to:8 operator:8  from:1 to:2 operator:-1  from:1 to:7 operator:5  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:5  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
67,0.016529083,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:7  from:5 to:6 operator:-1  from:5 to:7 operator:5  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
68,0.04165268,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:8 operator:2  from:1 to:9 operator:3  from:2 to:3 operator:5  from:2 to:4 operator:8  from:3 to:4 operator:5  from:4 to:5 operator:-1  from:4 to:9 operator:4  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
69,0.011421204,from:0 to:1 operator:-1  from:0 to:6 operator:11  from:0 to:9 operator:4  from:1 to:2 operator:-1  from:2 to:3 operator:5  from:3 to:4 operator:3  from:3 to:9 operator:9  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:5 to:9 operator:6  from:6 to:7 operator:-1  from:6 to:8 operator:5  from:7 to:8 operator:1  from:8 to:9 operator:-1  
70,0.017181396,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:3  from:2 to:3 operator:5  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:4 to:9 operator:4  from:5 to:6 operator:-1  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:3  from:8 to:9 operator:-1  
71,0.008722305,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:2  from:2 to:3 operator:5  from:3 to:4 operator:5  from:4 to:5 operator:-1  from:5 to:6 operator:10  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
72,0.022037506,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:-1  from:2 to:3 operator:5  from:3 to:4 operator:5  from:4 to:5 operator:-1  from:4 to:9 operator:4  from:5 to:6 operator:-1  from:5 to:7 operator:7  from:5 to:8 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  
